,时间,和义街道,和义街道_root,相对偏差
602,2018-11-22 22:00:00,51.11057757243382,57.7,0.11420142855400665
603,2018-11-22 21:00:00,48.704869884564054,52.2,0.06695651562137832
604,2018-11-22 20:00:00,44.721707650897315,47.7,0.06243799474009827
605,2018-11-22 19:00:00,37.19556337051861,41.3,0.09938103219083255
606,2018-11-22 18:00:00,25.28036832041694,33.7,0.2498407026582511
615,2018-11-22 09:00:00,32.86362030072663,38.6,0.14861087303817022
616,2018-11-22 08:00:00,71.98418846456111,48.1,0.49655277473100023
617,2018-11-22 07:00:00,67.21102490994534,58.9,0.14110398828430115
618,2018-11-22 06:00:00,61.04269936518536,54.6,0.11799815687152677
619,2018-11-22 05:00:00,58.49679637896636,58.5,5.476275271181997e-05
620,2018-11-22 04:00:00,54.52459128932307,62.9,0.13315435152109587
621,2018-11-22 03:00:00,54.701053045032324,60.3,0.09285152495800453
622,2018-11-22 02:00:00,52.53091945843742,59.3,0.11414975618149377
623,2018-11-22 01:00:00,49.6276797553356,57.7,0.13990156403231202
624,2018-11-22 00:00:00,47.05482399396405,56.4,0.1656946100360984
625,2018-11-21 23:00:00,46.712047882146436,55.4,0.15682224039446865
626,2018-11-21 22:00:00,44.19513563711138,50.6,0.12657834709266055
627,2018-11-21 21:00:00,37.35812404528803,46.0,0.187866868580695
628,2018-11-21 20:00:00,31.701887466092483,41.9,0.24339170725316267
629,2018-11-21 19:00:00,25.403779659952175,32.0,0.20613188562649454
642,2018-11-21 06:00:00,37.967286570422935,33.4,0.13674510689889033
643,2018-11-21 05:00:00,45.238312634174314,50.7,0.10772558906954022
644,2018-11-21 04:00:00,43.470400100248014,47.5,0.08483368210004182
645,2018-11-21 03:00:00,47.98812949719206,47.6,0.00815398103344666
646,2018-11-21 02:00:00,64.56549608819529,54.6,0.18251824337354006
647,2018-11-21 01:00:00,76.7789705950493,48.8,0.5733395613739611
648,2018-11-21 00:00:00,53.18510469620136,50.9,0.04489400189000704
649,2018-11-20 23:00:00,37.54415755031648,35.6,0.054611167143721225
650,2018-11-20 22:00:00,38.8268727469854,37.2,0.04373313835982254
651,2018-11-20 21:00:00,32.78536637093099,30.6,0.07141720166441129
663,2018-11-20 09:00:00,34.5993023689144,36.7,0.05723971746827253
664,2018-11-20 08:00:00,66.036645687422,52.8,0.2506940471102651
665,2018-11-20 07:00:00,85.56377537552822,60.3,0.4189680825129059
666,2018-11-20 06:00:00,79.97781189997318,52.6,0.5204907205318093
667,2018-11-20 05:00:00,68.0531854367339,60.8,0.119295813104176
668,2018-11-20 04:00:00,54.29385007698125,57.8,0.06066003327022053
669,2018-11-20 03:00:00,51.10823782266714,53.6,0.046488100323374235
670,2018-11-20 02:00:00,52.53195834380551,53.7,0.021751241269916004
671,2018-11-20 01:00:00,47.74894139791383,50.5,0.05447640796210234
672,2018-11-20 00:00:00,52.20940985430218,49.1,0.06332810293894457
673,2018-11-19 23:00:00,63.44189614330148,50.7,0.2513194505582145
674,2018-11-19 22:00:00,95.64172511233586,63.0,0.518122620830728
676,2018-11-19 20:00:00,135.6273613181477,120.0,0.1302280109845642
677,2018-11-19 19:00:00,130.64684936262964,108.9,0.19969558643369725
678,2018-11-19 18:00:00,127.58381729818139,105.5,0.20932528244721693
679,2018-11-19 17:00:00,119.10165630210399,95.5,0.24713776232569623
711,2018-11-18 09:00:00,36.971232138483586,44.8,0.1747492826231342
712,2018-11-18 08:00:00,103.61643391919394,93.2,0.11176431243770316
713,2018-11-18 07:00:00,101.9349771431606,95.1,0.07187147363996425
714,2018-11-18 06:00:00,100.84028310661444,94.1,0.07162893843373477
715,2018-11-18 05:00:00,101.20476556843808,95.7,0.057521061321191995
716,2018-11-18 04:00:00,108.90356939939358,95.6,0.1391586757258743
717,2018-11-18 03:00:00,106.25932255268334,93.6,0.13524917257140331
718,2018-11-18 02:00:00,99.25949213545283,89.1,0.11402348075704644
719,2018-11-18 01:00:00,94.71706563654719,80.5,0.17660951101300856
720,2018-11-18 00:00:00,91.52987473448319,74.6,0.22694202056947982
