,时间,东高地街道,东高地街道_root,相对偏差
569,2018-11-24 07:00:00,40.278870271332195,37.1,0.08568383480679767
570,2018-11-24 06:00:00,33.81880540247671,35.5,0.04735759429643063
571,2018-11-24 05:00:00,56.76886851605484,46.0,0.23410583730553994
572,2018-11-24 04:00:00,77.47563293905698,51.5,0.5043812221176113
573,2018-11-24 03:00:00,95.12890170754257,56.0,0.6987303876346888
574,2018-11-24 02:00:00,103.3416629146377,59.4,0.7397586349265606
575,2018-11-24 01:00:00,93.94841327521374,58.2,0.6142339050724009
576,2018-11-24 00:00:00,91.42473302774306,57.9,0.5790109331216419
577,2018-11-23 23:00:00,93.31298089321841,58.4,0.5978250152948358
578,2018-11-23 22:00:00,102.176899005098,59.9,0.7057913022553922
579,2018-11-23 21:00:00,98.96971738026494,61.6,0.6066512561731321
580,2018-11-23 20:00:00,95.35972514543735,58.4,0.6328720059150232
581,2018-11-23 19:00:00,84.9224119436225,58.3,0.4566451448305748
582,2018-11-23 18:00:00,91.96658795688279,58.4,0.5747703417274451
583,2018-11-23 17:00:00,88.50008499329793,55.3,0.6003632006021327
584,2018-11-23 16:00:00,79.37061296663072,51.7,0.5352149509986598
585,2018-11-23 15:00:00,65.11596718241258,49.2,0.3234952679352149
586,2018-11-23 14:00:00,58.97434223015203,46.9,0.2574486616237108
587,2018-11-23 13:00:00,50.27855672466176,42.3,0.1886183622851481
588,2018-11-23 12:00:00,47.68867394542975,41.0,0.16313838891292068
589,2018-11-23 11:00:00,44.4331963193079,37.5,0.1848852351815441
590,2018-11-23 10:00:00,48.544125402238755,39.3,0.23521947588393788
591,2018-11-23 09:00:00,57.360025799000425,43.3,0.3247119122171
592,2018-11-23 08:00:00,74.37405582133434,47.9,0.552694276019506
593,2018-11-23 07:00:00,81.8006914027877,52.2,0.5670630536932509
594,2018-11-23 06:00:00,92.54351826019672,56.7,0.6321608158764853
595,2018-11-23 05:00:00,93.22803648775242,58.8,0.5855108246216398
596,2018-11-23 04:00:00,71.3871221074657,51.2,0.3942797286614394
597,2018-11-23 03:00:00,74.52243864204577,51.3,0.45267911582935233
598,2018-11-23 02:00:00,75.45826002896271,55.4,0.3620624553964389
599,2018-11-23 01:00:00,68.18451984492445,51.8,0.3163034719097385
600,2018-11-23 00:00:00,60.78643656383383,48.8,0.24562370007856218
601,2018-11-22 23:00:00,52.88684423323498,45.6,0.159799215641118
602,2018-11-22 22:00:00,48.65347250018579,42.7,0.1394255854844447
603,2018-11-22 21:00:00,46.77539663676664,40.0,0.1693849159191659
604,2018-11-22 20:00:00,42.83613292965417,36.4,0.17681683872676296
605,2018-11-22 19:00:00,35.570459979895084,35.0,0.016298856568430966
616,2018-11-22 08:00:00,68.3026489845251,53.2,0.2838843794083666
617,2018-11-22 07:00:00,65.8996335085572,51.3,0.2845932457808422
618,2018-11-22 06:00:00,60.40380935797831,47.8,0.26367802004138735
619,2018-11-22 05:00:00,57.57451319418112,47.7,0.20701285522392282
620,2018-11-22 04:00:00,53.63366069354267,45.6,0.176176769595234
621,2018-11-22 03:00:00,53.179902368073776,45.4,0.17136348828356338
622,2018-11-22 02:00:00,50.43593731720605,43.6,0.15678755314692766
623,2018-11-22 01:00:00,47.98419233807969,43.6,0.10055487013944232
624,2018-11-22 00:00:00,45.08541305543485,42.4,0.06333521357157665
625,2018-11-21 23:00:00,44.65021106047447,40.8,0.09436791814888411
626,2018-11-21 22:00:00,41.6248623164819,38.2,0.08965608158329579
627,2018-11-21 21:00:00,35.352184515824746,37.9,0.0672246829597692
628,2018-11-21 20:00:00,30.331358972792682,32.7,0.07243550541918413
642,2018-11-21 06:00:00,37.49706322189993,40.1,0.06491114159850556
643,2018-11-21 05:00:00,43.68766098476595,40.0,0.0921915246191487
644,2018-11-21 04:00:00,41.93325833839395,37.0,0.13333130644307967
645,2018-11-21 03:00:00,46.07418463438257,39.7,0.16055880691139962
646,2018-11-21 02:00:00,62.44238744990489,48.5,0.287471906183606
647,2018-11-21 01:00:00,75.56585820255455,52.8,0.43117155686656355
648,2018-11-21 00:00:00,54.250465205226305,42.8,0.26753423376696983
649,2018-11-20 23:00:00,36.26515810675257,32.0,0.1332861908360179
650,2018-11-20 22:00:00,36.60902076258735,31.1,0.17713893127290506
663,2018-11-20 09:00:00,39.85609137754483,31.8,0.2533362068410323
664,2018-11-20 08:00:00,68.73714477742534,51.3,0.3399053562850945
665,2018-11-20 07:00:00,87.61179902658239,59.6,0.46999662796279174
666,2018-11-20 06:00:00,82.11285857108449,59.3,0.3847025054145783
667,2018-11-20 05:00:00,71.50187439630176,53.3,0.3414985815441231
668,2018-11-20 04:00:00,54.98379220715352,46.6,0.17990970401616993
669,2018-11-20 03:00:00,51.8943185470818,45.6,0.1380333014710921
670,2018-11-20 02:00:00,56.70467023463929,46.3,0.22472289923626979
671,2018-11-20 01:00:00,53.86818936866931,43.8,0.22986733718423097
672,2018-11-20 00:00:00,56.00218961945414,45.5,0.2308173542737174
