,时间,王佐镇,王佐镇_root,相对偏差
622,2018-11-22 02:00:00,47.02118138111204,42.4,0.10899012691301976
623,2018-11-22 01:00:00,51.763095466365336,45.6,0.13515560233257312
624,2018-11-22 00:00:00,50.01004062065027,45.0,0.1113342360144505
625,2018-11-21 23:00:00,59.51971004090965,41.8,0.42391650815573334
626,2018-11-21 22:00:00,60.569140924379155,44.0,0.3765713846449808
627,2018-11-21 21:00:00,54.93904151746446,44.1,0.24578325436427342
628,2018-11-21 20:00:00,54.044942488061885,42.3,0.2776582148477988
629,2018-11-21 19:00:00,53.82994833078266,40.6,0.3258607963246961
630,2018-11-21 18:00:00,47.30118693947243,38.1,0.24150096953995875
631,2018-11-21 17:00:00,44.80239259832985,33.1,0.35354660417914957
643,2018-11-21 05:00:00,33.865881108146226,38.8,0.1271680126766436
650,2018-11-20 22:00:00,51.43813191880364,33.2,0.5493413228555313
651,2018-11-20 21:00:00,58.546581638202255,36.9,0.5866282286775679
652,2018-11-20 20:00:00,64.18710552339296,36.9,0.7394879545634949
653,2018-11-20 19:00:00,59.10626935681371,37.9,0.5595321730030004
654,2018-11-20 18:00:00,53.83967692506499,41.7,0.29111935072098294
655,2018-11-20 17:00:00,55.59960749737766,40.3,0.37964286593989244
656,2018-11-20 16:00:00,39.781085755082046,36.6,0.08691491134103946
664,2018-11-20 08:00:00,52.48258708299012,43.6,0.20372906153647063
665,2018-11-20 07:00:00,66.17975839226676,53.1,0.2463231335643458
666,2018-11-20 06:00:00,70.16573468473138,59.0,0.18924974041917586
667,2018-11-20 05:00:00,72.18758553485239,59.4,0.21527921775845774
668,2018-11-20 04:00:00,71.1226991048689,60.7,0.1717083872301301
669,2018-11-20 03:00:00,80.9132117189811,63.3,0.278249790189275
670,2018-11-20 02:00:00,83.283117199772,64.0,0.3012987062464374
671,2018-11-20 01:00:00,88.47961910942051,68.3,0.29545562385681573
672,2018-11-20 00:00:00,94.76331223692695,74.3,0.2754147003624085
673,2018-11-19 23:00:00,102.80719616993632,65.5,0.5695755140448293
674,2018-11-19 22:00:00,99.74778427508923,66.0,0.5113300647740793
676,2018-11-19 20:00:00,97.35950259653673,71.8,0.3559819303138821
677,2018-11-19 19:00:00,107.92633032126773,75.4,0.4313836912634976
678,2018-11-19 18:00:00,98.17032286341174,72.7,0.35034831999190835
679,2018-11-19 17:00:00,97.91059710987388,78.4,0.2488596570136973
711,2018-11-18 09:00:00,48.01275067222263,43.5,0.10374139476373863
712,2018-11-18 08:00:00,65.33053841169051,51.8,0.26120730524499064
713,2018-11-18 07:00:00,61.368860488268396,53.0,0.15790302808053577
714,2018-11-18 06:00:00,64.0508417605105,54.3,0.17957351308490788
715,2018-11-18 05:00:00,61.026727950638026,56.5,0.08011907877235444
716,2018-11-18 04:00:00,72.8372414651224,58.4,0.24721303878634254
717,2018-11-18 03:00:00,67.89898319254971,60.6,0.12044526720379052
718,2018-11-18 02:00:00,66.25470233806682,59.9,0.10608851983417066
719,2018-11-18 01:00:00,69.9325192465803,58.6,0.1933877004535887
720,2018-11-18 00:00:00,70.03329564569344,58.8,0.19104244295397016
