,时间,小屯公园,长辛店,丰台街道,新村街道,太平桥街道,右安门街道,西罗园街道,东铁匠营街道,方庄地区,宛平地区,长辛店街道,云岗街道,马家堡街道,东高地街道,大红门街道,南苑街道,和义街道,卢沟桥乡,花乡,南苑乡,长辛店镇,王佐镇,羊坊村盛芳花卉,千灵山,赵辛店村,小瓦窑村
123,2018/12/12 21:00,61.1,66.4,79.7,87.6,80.0,55.2,38.4,83.1,69.2,,34.5,46.8,48.4,65.3,108.7,136.1,107.4,74.1,77.9,105.6,31.8,52.8,87.8,35.1,58.5,43.4
124,2018/12/12 20:00,49.6,48.3,64.9,68.3,79.6,47.8,30.9,71.4,65.1,,39.3,52.2,60.1,62.8,95.1,118.0,96.5,77.2,64.4,98.4,34.9,49.7,73.9,42.4,56.1,46.7
125,2018/12/12 19:00,33.8,44.2,49.7,61.4,54.6,35.9,25.2,65.0,53.9,,28.3,51.5,47.2,56.6,81.6,104.8,73.0,59.3,61.0,77.4,38.0,45.0,71.1,40.0,49.3,39.2
126,2018/12/12 18:00,33.3,38.4,47.8,56.9,45.7,33.7,22.8,57.2,45.9,,18.1,40.0,46.9,45.5,68.3,75.4,57.7,52.8,55.8,63.0,28.9,50.2,65.8,40.8,39.9,27.8
127,2018/12/12 17:00,28.8,27.2,44.0,46.5,47.2,25.2,13.3,45.0,30.3,,19.8,37.1,29.8,41.0,51.6,61.6,57.0,44.4,47.7,45.5,31.2,41.0,64.9,43.0,41.6,29.9
128,2018/12/12 16:00,20.4,26.4,41.2,41.7,47.3,26.2,16.5,52.6,41.0,,19.6,36.4,33.7,40.1,57.9,58.4,48.5,37.7,42.4,47.8,31.5,39.1,57.7,47.6,37.9,25.3
129,2018/12/12 15:00,17.1,24.0,42.5,49.3,43.4,24.4,14.3,46.5,36.8,,16.8,30.4,32.2,37.7,55.5,56.5,49.2,37.6,52.2,47.8,25.0,31.6,60.8,40.7,30.5,25.9
130,2018/12/12 14:00,8.3,19.3,28.9,32.6,22.3,15.8,10.0,24.6,14.6,,12.9,31.1,24.0,26.1,37.6,55.0,39.7,20.5,34.3,33.2,16.7,32.5,53.2,34.2,34.0,15.2
131,2018/12/12 13:00,6.9,11.2,20.8,17.0,21.2,6.6,4.5,18.4,12.1,,4.3,17.1,12.4,14.2,19.5,26.3,14.8,17.1,19.0,18.2,8.8,24.4,53.2,19.6,18.1,7.9
132,2018/12/12 12:00,12.3,20.8,21.9,16.3,19.4,9.6,4.8,18.5,10.3,,6.5,15.5,16.8,18.0,22.5,30.0,19.1,18.8,20.7,21.8,9.2,14.6,46.3,12.4,13.8,11.7
133,2018/12/12 11:00,26.8,40.6,27.7,21.0,24.7,11.0,5.7,17.9,12.2,,7.9,22.3,15.7,16.0,26.1,32.8,22.2,28.2,22.7,25.0,9.1,18.2,,15.3,19.8,18.8
134,2018/12/12 10:00,39.7,54.4,62.0,22.3,39.5,13.4,6.4,22.5,11.7,,11.6,17.1,14.9,15.7,26.4,30.5,18.7,35.2,22.1,27.8,8.6,19.8,,15.4,18.9,19.9
135,2018/12/12 9:00,48.0,47.7,41.6,36.3,34.5,19.7,5.2,27.4,10.2,,13.0,13.6,14.5,14.2,27.4,45.0,25.0,35.4,30.7,29.6,7.2,12.5,57.8,13.6,33.0,21.1
136,2018/12/12 8:00,40.3,30.4,38.3,30.2,32.0,25.0,5.1,21.4,11.2,,9.0,13.6,12.6,15.2,32.3,39.3,24.6,36.6,29.8,29.2,5.3,13.0,62.6,12.4,29.2,21.0
137,2018/12/12 7:00,37.3,22.4,37.1,19.0,31.0,17.1,4.6,21.1,8.5,,5.6,13.6,13.3,17.2,34.0,41.9,22.8,37.3,25.5,37.9,4.8,9.6,61.7,11.0,16.9,18.6
138,2018/12/12 6:00,45.8,19.6,41.5,23.2,40.2,22.7,7.3,28.2,15.8,,7.3,9.5,13.0,21.7,38.8,44.0,39.3,35.8,27.0,45.8,6.6,9.2,63.8,10.9,14.8,17.3
139,2018/12/12 5:00,53.3,33.6,45.0,37.0,41.2,24.4,7.8,22.4,13.3,,8.7,7.6,13.7,19.8,36.6,43.0,33.2,39.6,34.0,41.2,7.8,12.5,64.0,14.6,17.8,17.7
140,2018/12/12 4:00,63.2,34.6,39.1,38.0,38.5,20.8,8.2,21.2,12.7,,6.7,10.3,16.3,15.7,35.3,36.2,28.3,42.2,44.0,40.5,6.0,16.1,65.9,14.3,18.1,17.5
141,2018/12/12 3:00,52.2,33.2,38.6,42.8,36.4,22.8,6.6,18.4,12.2,,6.7,11.3,17.6,17.4,32.6,37.4,30.0,39.2,50.7,38.4,7.6,15.8,65.9,12.5,20.0,28.6
142,2018/12/12 2:00,28.7,33.2,39.7,54.6,30.7,26.2,7.0,17.8,7.2,,6.6,11.0,14.0,16.1,29.0,28.5,23.6,32.5,53.2,33.1,7.2,18.9,62.0,15.4,20.6,15.0
143,2018/12/12 1:00,27.2,30.8,38.2,65.6,20.3,27.7,6.9,16.3,6.5,,6.2,12.1,16.7,14.3,20.8,25.2,16.0,32.0,50.1,25.1,7.7,19.8,57.0,16.4,20.9,12.5
144,2018/12/12 0:00,23.5,14.7,29.6,51.7,20.8,16.9,3.4,15.6,4.7,,4.5,14.0,12.0,9.6,15.4,20.8,15.3,21.3,23.3,19.0,6.2,14.6,50.2,15.5,18.2,10.1
145,2018/12/11 23:00,14.9,18.8,15.4,24.4,19.3,7.4,3.3,15.5,5.1,,3.2,15.2,8.0,10.1,14.8,17.1,15.7,14.5,13.9,16.1,7.1,12.1,49.7,11.6,13.4,10.3
146,2018/12/11 22:00,9.6,6.4,13.8,14.7,13.8,5.2,2.3,14.7,6.2,,2.0,6.3,5.7,10.8,16.3,16.6,13.0,13.2,10.8,16.0,4.2,15.5,48.6,5.9,15.2,8.3
147,2018/12/11 21:00,10.1,7.6,12.4,14.2,12.9,4.2,2.7,13.8,3.6,,1.6,5.0,7.3,10.4,14.7,16.5,20.8,12.5,8.8,13.3,4.0,10.5,45.1,4.2,9.5,5.6
148,2018/12/11 20:00,11.9,17.6,11.5,14.5,13.2,4.7,2.2,13.6,5.1,,1.6,5.0,3.8,8.5,10.8,13.1,15.8,10.2,8.4,10.5,3.2,10.0,43.5,5.4,7.3,5.1
149,2018/12/11 19:00,10.4,8.7,11.0,15.5,12.2,4.1,3.0,12.0,13.6,,1.4,3.4,5.1,6.0,9.8,11.4,15.0,8.4,10.1,9.6,3.6,9.1,43.3,2.7,6.8,4.5
150,2018/12/11 18:00,12.8,,10.5,14.1,11.9,3.3,1.6,12.0,26.0,,1.2,2.2,4.9,7.8,10.6,12.3,12.2,9.2,9.0,10.4,2.6,8.7,42.1,3.3,6.1,3.9
151,2018/12/11 17:00,6.7,3.5,14.1,12.6,12.0,3.4,1.5,10.2,3.5,,2.3,2.4,5.0,6.1,8.6,11.1,14.8,12.2,8.5,9.7,3.2,6.1,43.2,5.4,6.0,5.3
152,2018/12/11 16:00,5.2,6.3,10.0,11.2,11.5,3.2,1.3,7.7,2.8,,2.2,2.8,5.0,6.6,9.0,9.6,10.2,9.7,7.5,9.0,3.7,6.6,46.3,4.8,6.5,5.4
153,2018/12/11 15:00,3.7,7.1,10.2,10.4,11.9,3.0,1.4,7.8,2.9,,1.6,2.8,5.2,6.0,7.3,11.5,9.7,8.2,7.0,8.7,3.9,6.4,41.2,4.7,5.8,4.1
154,2018/12/11 14:00,2.7,8.6,8.3,10.6,12.7,3.1,1.6,8.1,3.3,,1.7,3.5,4.7,5.1,8.0,10.0,8.6,8.4,5.8,8.0,3.8,5.6,39.2,4.2,5.5,3.6
155,2018/12/11 13:00,1.2,9.3,7.6,9.4,10.4,2.9,1.2,7.7,3.9,,1.3,2.4,4.2,6.3,6.6,7.4,7.6,11.4,5.0,8.2,2.9,5.2,41.9,4.4,5.2,3.2
156,2018/12/11 12:00,8.4,10.6,6.5,7.4,10.2,2.1,1.2,9.1,3.1,,1.0,1.7,3.2,5.7,6.3,7.7,6.9,11.4,4.4,6.6,2.3,5.7,43.0,4.4,3.7,2.8
157,2018/12/11 11:00,5.3,11.1,5.6,7.1,6.0,1.2,1.0,7.8,2.1,,1.1,1.6,2.6,5.0,4.5,6.2,14.8,11.0,3.6,5.5,1.3,3.6,42.8,2.6,3.5,2.4
158,2018/12/11 10:00,9.7,15.3,5.3,6.6,6.4,1.2,1.0,6.2,1.9,,1.0,1.1,1.1,4.0,4.2,5.2,5.1,4.8,3.0,4.5,1.3,3.0,43.3,1.5,3.8,2.2
159,2018/12/11 9:00,9.5,4.6,5.2,6.7,7.8,1.0,1.0,5.9,1.7,,1.0,1.2,1.9,5.0,4.0,5.8,5.8,6.1,3.7,4.6,1.3,2.6,45.6,1.5,2.1,2.4
160,2018/12/11 8:00,10.4,7.4,6.8,8.2,8.9,1.6,1.0,10.0,2.7,,1.0,1.4,3.4,5.3,5.4,7.1,6.5,6.1,4.7,7.1,1.2,4.1,48.2,2.4,4.0,1.9
161,2018/12/11 7:00,11.8,9.6,8.0,9.8,9.3,1.4,1.2,13.6,4.2,,2.5,2.1,2.9,5.1,5.4,8.5,7.7,6.7,6.2,7.5,1.9,8.1,48.6,6.3,5.0,2.8
162,2018/12/11 6:00,27.2,17.6,31.1,22.5,26.9,9.8,5.6,26.9,20.0,,2.5,4.6,11.2,16.6,25.4,33.9,25.0,22.3,10.9,28.0,5.1,11.6,46.1,11.0,8.6,13.0
163,2018/12/11 5:00,51.5,67.9,50.6,51.9,49.5,22.9,15.2,45.8,32.9,,19.6,17.0,24.6,33.4,53.4,53.6,48.2,51.0,54.0,48.8,8.6,49.3,59.4,13.6,38.4,37.7
164,2018/12/11 4:00,70.8,69.2,71.8,53.1,71.5,40.7,27.5,60.3,47.7,,44.7,63.7,51.8,44.8,70.0,76.6,54.6,74.2,68.4,66.8,43.9,69.4,67.0,52.8,59.4,48.3
165,2018/12/11 3:00,72.4,78.8,76.2,53.8,83.7,45.8,30.9,62.6,46.3,,42.2,66.7,57.3,49.0,74.4,83.6,47.7,84.9,69.3,75.2,54.8,66.1,66.7,70.8,60.1,55.0
166,2018/12/11 2:00,79.8,61.0,76.6,53.5,83.8,44.5,31.3,62.1,50.9,,42.3,66.2,57.4,49.2,76.4,88.6,48.6,85.1,70.3,74.7,54.4,65.5,68.6,78.0,60.3,54.7
167,2018/12/11 1:00,86.7,64.0,80.2,66.7,83.9,49.1,32.0,62.4,50.6,,43.8,66.8,61.9,51.5,77.0,90.5,55.5,87.3,77.4,73.8,54.7,65.4,69.1,75.4,59.2,56.9
168,2018/12/11 0:00,92.9,75.3,86.2,66.3,87.3,49.7,32.6,67.6,55.7,,44.2,65.8,61.0,48.1,85.3,84.3,51.3,89.2,78.1,83.7,55.3,65.1,69.0,77.6,58.8,56.8
169,2018/12/10 23:00,93.8,72.7,85.2,63.6,91.4,45.8,26.6,57.7,45.4,,43.1,64.6,54.3,46.6,74.2,87.7,45.7,99.3,74.2,76.7,56.6,65.7,68.6,76.0,60.9,56.5
170,2018/12/10 22:00,104.5,86.0,78.8,55.4,79.2,41.2,25.1,50.7,49.1,,43.2,62.6,50.0,46.8,77.4,77.6,49.0,89.8,74.1,72.4,53.8,66.4,67.0,74.8,63.2,56.4
171,2018/12/10 21:00,101.4,90.7,77.5,51.2,66.3,41.6,26.7,51.6,48.6,,40.5,60.3,49.8,47.1,74.9,74.7,47.7,74.4,68.7,72.1,50.4,66.0,67.6,76.7,64.5,53.8
172,2018/12/10 20:00,72.9,71.2,72.5,47.5,66.5,41.8,27.7,51.8,50.3,,41.5,61.9,51.7,45.5,71.7,73.6,53.5,73.4,66.9,69.9,50.2,65.6,65.8,73.4,69.4,52.2
173,2018/12/10 19:00,62.6,64.0,73.4,51.4,67.9,41.8,27.0,53.7,47.2,,39.0,62.4,48.5,44.2,71.5,73.2,58.7,73.3,67.2,64.2,50.1,64.0,65.2,71.2,60.1,52.0
174,2018/12/10 18:00,54.8,54.6,66.0,56.7,66.4,41.5,25.4,52.8,46.5,,34.1,63.0,49.4,42.6,69.0,73.1,64.3,70.6,64.5,63.3,49.5,64.4,63.3,73.1,57.2,50.5
175,2018/12/10 17:00,58.3,51.6,62.3,63.9,68.8,40.6,27.0,58.1,45.4,,38.6,59.2,51.9,42.8,67.0,74.3,62.1,73.8,61.9,62.8,48.8,58.6,65.4,71.2,54.1,52.5
176,2018/12/10 16:00,52.5,46.9,64.8,56.5,71.5,39.0,25.0,58.7,45.7,,37.8,58.4,48.3,42.4,66.1,69.7,60.3,68.5,63.9,61.6,49.5,57.6,66.7,70.7,53.2,51.9
177,2018/12/10 15:00,47.0,63.4,64.4,61.7,69.7,40.0,29.2,58.1,48.2,,38.8,59.8,49.7,42.7,64.8,67.1,58.9,68.0,65.2,59.5,52.5,57.9,63.8,73.2,52.9,49.7
178,2018/12/10 14:00,51.2,60.4,66.1,57.2,68.6,39.8,27.9,61.0,49.4,,39.8,63.2,51.7,42.5,66.3,72.4,62.3,67.9,65.2,65.6,53.0,59.5,63.5,76.3,53.1,50.0
179,2018/12/10 13:00,52.3,61.4,66.1,51.4,69.5,40.9,28.3,57.4,46.3,,40.5,65.0,49.7,42.7,64.7,72.0,59.9,67.7,67.6,62.5,55.0,62.6,63.5,75.8,53.5,49.5
180,2018/12/10 12:00,54.2,59.1,63.8,61.9,67.8,40.6,25.9,56.4,46.3,,37.7,60.9,47.0,42.7,66.7,70.4,60.8,66.7,64.1,58.9,49.9,63.3,64.7,73.4,51.7,48.4
181,2018/12/10 11:00,49.7,59.8,60.2,56.7,64.4,38.4,23.4,54.4,44.8,,35.9,60.5,45.3,40.4,64.0,63.9,59.6,61.4,61.9,60.2,47.1,62.0,61.9,71.6,49.3,46.2
182,2018/12/10 10:00,63.2,50.7,56.3,60.8,59.8,33.1,20.4,52.9,41.1,,33.6,57.1,33.1,39.3,62.8,60.5,59.6,60.4,64.0,59.5,47.6,67.6,63.8,74.1,50.6,46.0
183,2018/12/10 9:00,74.1,46.7,59.2,63.1,60.0,30.6,17.9,54.3,26.6,,31.1,55.0,31.8,37.2,62.3,62.3,59.7,57.0,64.8,57.6,47.2,72.1,69.4,75.0,51.9,44.4
184,2018/12/10 8:00,70.0,46.9,59.4,61.8,60.8,29.2,15.6,49.8,28.8,,29.3,53.3,30.8,38.2,58.2,62.2,59.2,59.4,66.8,55.4,46.0,68.8,71.6,74.8,53.9,45.2
185,2018/12/10 7:00,71.0,50.3,55.6,58.2,60.0,30.9,16.4,48.8,27.6,,29.1,50.2,31.7,40.1,60.5,63.7,60.6,59.3,67.2,56.8,40.8,61.0,71.8,72.3,50.2,41.2
186,2018/12/10 6:00,63.1,50.4,56.7,60.6,58.6,31.3,16.6,47.4,29.8,,29.6,51.2,32.5,38.7,58.6,70.6,58.2,58.4,63.9,56.7,41.4,68.5,72.4,70.0,47.2,40.2
187,2018/12/10 5:00,70.3,53.1,60.3,61.5,62.9,36.9,19.5,53.7,38.1,,29.7,50.0,44.6,46.1,64.4,83.0,55.0,60.9,63.5,60.7,39.0,76.1,74.3,60.4,47.6,41.2
188,2018/12/10 4:00,69.9,49.2,58.6,60.8,59.3,41.8,24.5,58.8,40.9,,30.2,54.2,48.6,49.8,75.4,86.4,54.0,61.4,65.6,79.7,35.8,75.3,79.0,61.6,49.1,41.2
189,2018/12/10 3:00,61.0,55.0,54.2,61.5,58.6,41.7,23.6,56.6,34.7,,32.2,56.4,48.1,49.3,78.9,96.1,59.3,60.0,69.9,86.4,38.8,76.1,81.3,71.0,54.0,36.2
190,2018/12/10 2:00,66.1,65.6,56.0,52.3,57.4,35.0,18.7,54.0,41.7,,34.7,56.8,43.5,51.0,77.1,100.5,57.3,56.8,73.8,80.8,44.2,76.2,85.1,77.4,63.9,35.3
191,2018/12/10 1:00,79.7,69.1,68.5,58.5,57.1,52.5,27.9,56.0,42.0,,38.9,60.0,60.2,50.8,85.9,105.8,49.8,57.4,92.6,83.6,48.9,76.0,83.8,88.0,71.1,47.9
192,2018/12/10 0:00,92.6,75.7,77.1,61.0,100.8,57.2,31.4,55.8,47.1,,38.3,59.5,58.6,47.0,92.3,108.4,54.4,65.1,110.6,99.8,60.7,75.8,84.4,106.1,88.6,51.9
193,2018/12/9 23:00,104.3,101.3,86.5,88.0,108.9,57.2,32.6,63.3,53.6,,41.5,59.4,50.4,55.0,97.6,108.2,69.1,84.3,128.2,108.7,67.3,76.1,86.3,96.4,95.4,54.7
194,2018/12/9 22:00,104.6,116.8,117.9,104.1,114.0,56.6,36.0,69.5,59.3,,52.2,91.2,49.1,61.0,105.6,121.5,86.2,101.5,126.2,114.4,67.6,83.7,85.2,90.8,93.1,62.0
195,2018/12/9 21:00,107.2,107.3,115.2,107.4,107.3,56.4,37.6,70.0,60.8,,57.8,104.5,45.4,60.3,107.0,130.2,90.5,113.6,111.4,113.5,67.6,95.7,84.2,115.2,88.0,74.6
196,2018/12/9 20:00,95.8,100.3,108.2,107.0,105.3,59.3,36.8,80.2,60.7,,57.2,101.7,46.9,58.2,110.0,128.2,95.9,112.8,104.2,111.6,71.7,99.1,83.2,118.1,100.5,72.2
197,2018/12/9 19:00,75.8,101.1,115.2,102.7,115.9,57.2,38.6,83.7,64.2,,54.9,97.2,47.9,60.8,107.6,128.2,98.8,116.1,103.3,112.7,67.5,98.6,83.0,91.7,109.4,65.5
198,2018/12/9 18:00,60.8,73.3,99.4,97.8,93.8,55.8,35.1,78.8,63.2,,52.4,85.6,52.1,57.1,99.9,115.9,88.1,91.6,92.3,98.7,55.4,91.4,80.8,93.1,128.8,55.0
199,2018/12/9 17:00,64.5,61.7,71.2,62.1,75.8,50.3,32.0,72.1,59.0,,42.4,65.1,64.5,48.5,85.0,99.4,59.6,70.3,74.9,77.7,47.1,69.6,74.6,74.3,80.4,47.8
200,2018/12/9 16:00,62.2,61.9,87.5,63.8,94.7,52.0,31.6,70.1,60.7,,41.4,58.5,60.8,51.6,84.7,98.2,65.9,87.0,77.3,79.4,45.1,57.4,72.1,66.8,52.0,54.8
201,2018/12/9 15:00,40.8,46.2,73.4,68.3,65.4,43.5,26.4,62.1,50.1,,42.0,58.1,56.8,49.0,79.4,95.2,60.5,65.4,79.8,70.1,38.1,58.6,74.8,60.1,63.6,44.2
202,2018/12/9 14:00,28.1,44.1,51.2,57.3,52.4,33.1,20.2,48.2,37.0,,33.3,51.6,42.4,40.2,59.7,70.4,57.3,51.1,60.6,53.7,36.2,51.7,61.3,54.0,52.4,36.4
203,2018/12/9 13:00,26.8,46.0,42.8,46.7,40.4,18.9,10.8,27.4,15.0,,32.6,51.4,24.3,34.3,39.2,61.3,45.7,40.8,52.3,38.5,28.0,48.4,59.7,44.7,59.4,29.4
204,2018/12/9 12:00,30.6,50.9,43.2,43.8,33.4,13.1,7.9,22.9,16.6,,26.1,42.8,12.9,20.3,31.6,61.3,27.3,33.8,50.1,30.0,21.7,42.8,58.8,42.4,42.9,23.6
205,2018/12/9 11:00,31.8,35.3,52.1,56.2,31.8,11.3,6.0,25.6,17.0,,16.6,41.9,14.1,22.6,36.2,64.4,27.6,32.0,62.3,34.7,25.5,41.9,58.9,44.8,33.1,18.0
206,2018/12/9 10:00,43.3,30.0,44.8,61.9,48.5,29.2,12.2,29.9,22.2,,8.9,27.4,38.2,37.2,62.8,73.7,53.3,36.5,62.4,55.0,21.1,28.2,71.0,41.8,32.4,19.7
207,2018/12/9 9:00,45.4,49.7,49.5,56.6,61.6,43.5,20.8,51.3,30.2,,12.7,16.1,51.8,48.8,79.1,88.1,66.6,40.1,74.9,78.3,13.0,29.0,77.0,34.4,53.0,20.4
208,2018/12/9 8:00,38.4,41.7,48.5,58.7,54.0,45.4,16.3,24.7,9.6,,15.9,17.8,51.6,48.7,73.1,74.6,54.0,42.6,74.1,71.0,12.2,15.7,78.9,38.3,52.9,21.8
209,2018/12/9 7:00,41.4,34.8,48.8,48.2,58.8,44.3,14.1,28.8,14.6,,7.6,22.9,49.9,46.2,73.6,74.0,47.3,53.5,73.1,71.4,16.2,11.7,77.7,21.7,46.5,22.2
210,2018/12/9 6:00,45.8,40.5,50.0,48.7,59.3,45.8,24.1,41.7,28.1,,8.3,20.8,50.2,43.9,73.6,71.8,44.6,51.8,74.6,72.7,15.8,13.6,75.6,23.7,45.2,24.6
211,2018/12/9 5:00,53.6,58.0,58.0,50.1,61.5,45.2,25.3,57.0,41.1,,19.7,30.8,49.6,43.9,69.5,69.6,46.3,53.0,,,,,74.6,,42.8,
212,2018/12/9 4:00,65.6,60.9,74.5,49.0,61.8,43.0,21.4,52.6,36.9,,18.6,28.6,47.7,44.0,68.6,70.9,45.0,69.4,66.7,67.6,7.8,25.3,73.6,12.8,42.2,32.2
213,2018/12/9 3:00,60.1,64.6,68.9,53.2,62.6,39.6,19.7,50.4,32.0,,20.8,43.9,40.8,44.7,68.2,71.3,43.8,73.2,64.1,66.9,5.1,27.2,72.4,10.7,44.7,39.4
214,2018/12/9 2:00,60.6,52.4,66.9,65.3,62.7,38.8,20.8,52.4,33.6,,27.4,45.8,41.6,42.8,67.0,69.2,45.2,67.2,65.5,63.8,6.4,31.1,73.0,11.6,53.9,39.0
215,2018/12/9 1:00,48.9,47.3,64.8,62.3,62.1,34.3,16.2,49.6,32.1,,27.8,42.5,37.9,40.6,63.9,67.6,60.5,65.0,60.2,59.7,8.4,39.3,68.4,11.5,52.8,38.2
216,2018/12/9 0:00,50.2,49.5,58.5,58.0,51.8,27.6,13.0,46.5,27.4,,24.2,37.9,27.8,34.9,55.7,62.0,58.1,53.9,57.1,54.5,12.8,47.3,66.4,11.9,49.6,38.2
217,2018/12/8 23:00,42.8,43.8,52.1,50.5,50.9,23.9,11.1,41.7,22.8,,23.5,43.4,22.3,31.0,50.9,55.5,50.0,54.2,49.4,48.6,16.9,49.3,63.0,16.6,46.2,37.5
218,2018/12/8 22:00,41.3,38.4,45.3,44.8,45.1,17.5,8.2,38.9,20.9,,22.9,45.7,18.0,28.7,47.6,50.6,46.0,48.5,46.4,46.3,18.4,50.1,61.7,19.6,42.9,33.1
219,2018/12/8 21:00,34.1,36.7,40.3,43.1,39.6,14.5,7.1,31.8,15.9,,16.9,40.3,14.2,25.3,42.7,47.6,43.7,43.0,42.9,40.2,18.1,38.8,62.0,30.2,37.7,26.4
220,2018/12/8 20:00,31.7,32.3,37.6,35.2,38.2,13.9,5.5,29.6,15.2,,13.7,32.9,14.2,16.8,36.3,41.7,27.3,36.6,33.6,32.8,16.0,35.9,55.7,31.8,29.7,23.3
221,2018/12/8 19:00,26.7,26.4,34.6,31.5,30.2,12.9,4.9,27.8,10.7,,14.0,31.2,14.6,16.8,31.4,34.5,22.8,33.2,27.7,25.0,16.3,33.6,53.2,30.1,30.5,23.2
222,2018/12/8 18:00,17.8,8.3,24.6,20.1,17.0,8.1,3.7,21.2,6.6,,12.3,24.7,10.3,12.0,20.7,22.3,13.7,19.6,19.0,17.4,14.1,35.0,49.7,27.2,39.7,14.6
223,2018/12/8 17:00,7.3,9.6,10.6,13.0,7.5,3.0,1.5,6.7,1.1,17.8,6.6,18.2,5.8,9.1,9.8,21.7,13.4,12.0,14.2,9.8,10.7,23.1,46.3,23.6,29.7,3.6
224,2018/12/8 16:00,2.9,11.6,5.4,14.1,6.0,1.8,1.0,6.1,1.3,,4.5,13.4,1.5,4.4,3.3,11.8,7.0,7.0,13.4,3.9,7.7,15.6,46.8,19.3,11.4,3.3
225,2018/12/8 15:00,3.0,5.9,4.3,8.4,5.4,1.0,1.0,5.2,1.0,,3.8,12.6,1.4,4.7,3.4,5.2,5.5,3.9,5.4,4.5,12.2,11.5,44.8,1.0,11.4,2.5
226,2018/12/8 14:00,1.4,6.9,4.1,4.7,6.3,1.3,1.0,6.4,1.2,,1.6,9.3,1.7,6.2,4.2,7.6,6.3,5.3,3.0,4.8,3.7,12.6,37.6,1.0,7.0,2.2
227,2018/12/8 13:00,2.6,5.5,5.8,5.2,7.4,1.2,1.0,6.1,1.4,,1.0,2.9,2.5,5.2,4.1,6.9,4.6,4.5,2.6,4.6,1.1,10.3,41.2,1.0,4.8,1.7
228,2018/12/8 12:00,6.0,8.3,4.3,5.6,5.6,1.0,1.0,5.9,1.3,,1.1,1.2,1.2,4.0,4.3,4.4,3.9,12.4,2.1,3.7,1.2,1.2,43.2,1.0,2.9,1.8
229,2018/12/8 11:00,5.0,14.7,3.2,4.2,4.3,1.0,1.0,4.2,1.3,,1.0,1.0,1.2,5.5,2.1,3.4,5.8,2.4,1.6,2.6,1.0,1.4,45.4,1.0,2.3,1.1
230,2018/12/8 10:00,5.0,3.1,2.8,4.2,3.6,1.2,1.0,4.5,1.0,,1.0,1.1,1.9,4.6,2.5,3.6,3.8,2.8,2.1,2.9,1.2,1.0,47.2,1.0,4.6,1.0
231,2018/12/8 9:00,4.8,4.6,2.1,3.1,3.6,1.0,1.0,5.0,1.0,,1.0,1.2,2.0,3.6,2.1,3.8,4.6,1.9,2.1,2.3,1.0,1.0,48.2,1.0,7.6,1.0
232,2018/12/8 8:00,7.6,3.6,2.8,2.5,3.2,1.0,1.0,4.4,1.0,,1.0,1.0,2.0,3.2,3.5,2.6,3.7,1.2,1.3,2.1,1.0,1.2,48.2,1.0,6.1,1.2
233,2018/12/8 7:00,3.7,3.1,2.0,3.1,3.8,1.0,1.0,3.1,1.0,,1.1,1.1,2.0,2.4,1.5,2.1,2.3,1.0,1.0,2.1,1.0,1.3,45.9,1.0,1.0,1.0
234,2018/12/8 6:00,5.8,2.1,1.6,2.1,2.1,1.0,1.0,3.1,1.2,,1.4,1.0,2.0,2.3,1.0,1.6,1.0,1.0,1.3,1.3,1.0,1.0,48.9,1.0,1.2,1.0
235,2018/12/8 5:00,4.7,2.9,1.7,3.0,2.6,1.0,1.0,2.1,1.0,,1.2,1.0,2.3,2.2,1.2,1.8,1.6,1.0,1.7,1.4,1.0,1.0,48.4,1.0,1.0,1.0
236,2018/12/8 4:00,5.0,4.7,1.8,3.2,2.3,1.2,1.0,3.2,1.3,,1.0,1.0,2.0,2.3,1.0,1.8,1.5,1.0,1.4,1.6,1.0,1.1,50.9,1.0,1.2,1.0
237,2018/12/8 3:00,5.9,3.2,1.9,3.2,3.0,1.0,1.0,3.8,1.2,,1.0,1.3,2.0,2.5,1.0,2.4,1.4,1.3,2.0,2.0,1.0,1.6,49.6,1.0,1.6,1.0
238,2018/12/8 2:00,6.2,4.1,2.4,4.4,4.0,1.0,1.0,4.7,1.0,,1.2,1.3,2.1,2.3,1.2,2.0,1.0,1.3,1.4,2.4,1.0,2.7,50.6,1.0,1.4,1.2
239,2018/12/8 1:00,5.7,6.8,3.9,4.7,4.1,1.0,1.0,5.2,1.0,,1.0,1.2,1.8,2.7,2.4,4.0,3.4,1.0,2.3,2.4,1.2,3.0,50.0,1.0,2.3,1.2
240,2018/12/8 0:00,8.5,8.7,4.1,6.2,5.5,1.4,1.0,4.7,1.0,,1.0,1.7,1.8,3.5,2.5,5.4,4.1,2.0,3.5,3.2,1.1,2.0,52.6,1.0,3.0,1.4
241,2018/12/7 23:00,8.6,9.1,4.9,6.0,6.4,1.2,1.0,5.5,1.0,,1.0,1.2,2.1,3.4,4.0,5.2,4.9,3.5,3.5,4.8,1.0,3.6,53.8,1.0,3.3,3.1
242,2018/12/7 22:00,7.4,6.0,5.0,7.4,8.5,2.5,1.0,5.7,1.0,,1.0,3.2,2.4,4.5,5.6,6.6,7.1,5.5,3.3,6.0,1.0,14.1,51.3,1.0,4.4,3.1
243,2018/12/7 21:00,8.4,11.9,6.9,9.2,9.6,1.7,1.0,6.4,1.2,,1.6,2.6,2.0,4.7,5.4,7.8,7.6,6.7,4.6,6.3,1.0,12.4,50.2,1.0,7.4,3.8
