,时间,云岗街道,云岗街道_root,相对偏差
654,2018-11-20 18:00:00,54.16443891800624,39.4,0.37473195223366096
655,2018-11-20 17:00:00,48.24289798436091,40.8,0.18242397020492432
664,2018-11-20 08:00:00,48.255579049941005,31.2,0.5466531746775963
665,2018-11-20 07:00:00,56.157083557577934,47.0,0.19483156505484966
666,2018-11-20 06:00:00,58.041913585637204,47.1,0.23231239035323145
667,2018-11-20 05:00:00,56.921607388721405,52.0,0.09464629593695009
668,2018-11-20 04:00:00,55.121254403102455,52.2,0.055962728028782605
669,2018-11-20 03:00:00,58.103912096262704,52.8,0.10045288061103612
670,2018-11-20 02:00:00,60.11746947618606,53.9,0.11535193833369316
671,2018-11-20 01:00:00,63.959445423464686,53.8,0.18883727552908344
672,2018-11-20 00:00:00,71.4633657962366,58.9,0.2132999286288048
673,2018-11-19 23:00:00,70.84489408735607,58.6,0.2089572369855984
674,2018-11-19 22:00:00,68.41462992623389,55.0,0.24390236229516155
676,2018-11-19 20:00:00,73.37879627911309,54.2,0.35385232987293513
677,2018-11-19 19:00:00,112.8159634970814,67.8,0.6639522639687523
678,2018-11-19 18:00:00,103.59101130697036,88.4,0.17184401930961937
679,2018-11-19 17:00:00,93.43017086202153,76.4,0.2229079955761979
712,2018-11-18 08:00:00,57.083943909086365,31.5,0.8121886955265513
713,2018-11-18 07:00:00,58.5026182256046,45.8,0.2773497429171311
714,2018-11-18 06:00:00,63.723628864780416,44.4,0.4352168663238833
715,2018-11-18 05:00:00,60.82736521853831,53.0,0.14768613619883605
716,2018-11-18 04:00:00,58.17890013092702,47.1,0.23522080957382202
717,2018-11-18 03:00:00,67.65481709555239,47.2,0.43336476897356746
718,2018-11-18 02:00:00,74.74603564504262,43.4,0.7222588858304753
719,2018-11-18 01:00:00,77.30795418863723,55.0,0.40559916706613136
720,2018-11-18 00:00:00,76.19216086718531,61.4,0.24091467210399528
